lag_intervals,corr,n,lag_minutes,lag_hours
73.0,0.6909566553165842,12692.0,730.0,12.166666666666666
74.0,0.6894886601950453,12689.0,740.0,12.333333333333334
75.0,0.6882714175939751,12686.0,750.0,12.5
76.0,0.6871386862422397,12683.0,760.0,12.666666666666666
77.0,0.6861993862950644,12680.0,770.0,12.833333333333334
78.0,0.6853024555954974,12677.0,780.0,13.0
79.0,0.684341353561313,12674.0,790.0,13.166666666666666
80.0,0.6832287231525127,12671.0,800.0,13.333333333333334
81.0,0.6822910298879202,12668.0,810.0,13.5
82.0,0.6817703471835818,12665.0,820.0,13.666666666666666
83.0,0.6811254583903993,12662.0,830.0,13.833333333333334
84.0,0.6805639397315387,12659.0,840.0,14.0
85.0,0.6800979060218556,12656.0,850.0,14.166666666666666
86.0,0.6794266718817673,12653.0,860.0,14.333333333333334
87.0,0.6792632333488113,12650.0,870.0,14.5
88.0,0.6789592158885505,12648.0,880.0,14.666666666666666
89.0,0.6788791832435689,12646.0,890.0,14.833333333333334
90.0,0.6788199758129264,12644.0,900.0,15.0
91.0,0.6791468036532947,12642.0,910.0,15.166666666666666
92.0,0.6793912516224757,12640.0,920.0,15.333333333333334
93.0,0.6795581453054069,12638.0,930.0,15.5
94.0,0.6802100295903452,12636.0,940.0,15.666666666666666
95.0,0.6809976793847169,12634.0,950.0,15.833333333333334
96.0,0.6822004902354449,12632.0,960.0,16.0
97.0,0.683098442332705,12630.0,970.0,16.166666666666668
98.0,0.6838222298195498,12628.0,980.0,16.333333333333332
99.0,0.6849199418464327,12626.0,990.0,16.5
100.0,0.6859720258308923,12624.0,1000.0,16.666666666666668
101.0,0.6869374470203305,12622.0,1010.0,16.833333333333332
102.0,0.688052461887456,12620.0,1020.0,17.0
103.0,0.6890753999013476,12618.0,1030.0,17.166666666666668
104.0,0.6902110775852279,12617.0,1040.0,17.333333333333332
105.0,0.6910900917659436,12616.0,1050.0,17.5
106.0,0.6924096174131641,12615.0,1060.0,17.666666666666668
107.0,0.6934415769727306,12615.0,1070.0,17.833333333333332
108.0,0.6944214996038266,12615.0,1080.0,18.0
109.0,0.695344920743598,12615.0,1090.0,18.166666666666668
110.0,0.6962052647741958,12615.0,1100.0,18.333333333333332
111.0,0.697208091682644,12615.0,1110.0,18.5
112.0,0.6978483594913862,12615.0,1120.0,18.666666666666668
113.0,0.6985435695637134,12615.0,1130.0,18.833333333333332
114.0,0.6992358276959717,12615.0,1140.0,19.0
115.0,0.7001163077101911,12615.0,1150.0,19.166666666666668
116.0,0.7006756385999736,12615.0,1160.0,19.333333333333332
117.0,0.701290779241813,12614.0,1170.0,19.5
118.0,0.7019991913770607,12613.0,1180.0,19.666666666666668
119.0,0.7027151611047036,12612.0,1190.0,19.833333333333332
120.0,0.7032479793541017,12611.0,1200.0,20.0
121.0,0.7039785045063837,12610.0,1210.0,20.166666666666668
122.0,0.7043861066847595,12609.0,1220.0,20.333333333333332
123.0,0.7048942884029187,12608.0,1230.0,20.5
124.0,0.7055832325242007,12607.0,1240.0,20.666666666666668
125.0,0.7060461418694276,12606.0,1250.0,20.833333333333332
126.0,0.706292852396447,12605.0,1260.0,21.0
127.0,0.7065537085394181,12604.0,1270.0,21.166666666666668
128.0,0.7066588496842588,12603.0,1280.0,21.333333333333332
129.0,0.707084568074196,12602.0,1290.0,21.5
130.0,0.7074482182153446,12601.0,1300.0,21.666666666666668
131.0,0.7075776508211172,12600.0,1310.0,21.833333333333332
132.0,0.707926813317355,12599.0,1320.0,22.0
133.0,0.7085801415535729,12598.0,1330.0,22.166666666666668
134.0,0.7090854453541929,12597.0,1340.0,22.333333333333332
135.0,0.7096622170429921,12596.0,1350.0,22.5
136.0,0.7103125444985579,12595.0,1360.0,22.666666666666668
137.0,0.7108040461431696,12594.0,1370.0,22.833333333333332
138.0,0.7114631140531321,12593.0,1380.0,23.0
139.0,0.7121606913583305,12592.0,1390.0,23.166666666666668
140.0,0.7129710511051709,12591.0,1400.0,23.333333333333332
141.0,0.7133390846541268,12590.0,1410.0,23.5
142.0,0.7139913107957484,12589.0,1420.0,23.666666666666668
143.0,0.7148054731578577,12588.0,1430.0,23.833333333333332
144.0,0.7154965317404274,12587.0,1440.0,24.0
